p_id,long,lat,end_datetime,age,gender,education,race,income,storm_system,storm_rec_warn,rec_subscribe,wthr_info_web,wthr_info_govweb,wthr_info_loctv,wthr_info_cabtv,wthr_info_radio,wthr_info_fam,wthr_info_soc,wthr_info_phone
Nm-W125789,-95.226879,35.76399,1465563912,38,0,6,1,1.00E+05,1,2,Agree,Less than once per week,Never,Less than once per week,Never,Never,About once per week,Several times per week,Less than once per week
Nm-W126329,-95.606735,34.880676,1465604773,58,0,2,3,4.90E+04,1,NA,Strongly agree,Less than once per week,Less than once per week,Less than once per week,About once a day,About once per week,About once per week,Never,Several times a day
Nm-W126598,-96.22767,34.31673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nm-W126721,-95.568863,34.843141,1465399189,70,1,7,1,4.00E+04,1,NA,NA,NA,NA,Several times a day,About once a day,NA,Several times per week,NA,NA
Nm-W127356,-97.01895,36.65911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nm-W127370,-97.013557,36.758141,1466605605,65,1,7,1,NA,2,1,Disagree,Less than once per week,Several times a day,Several times a day,Never,Several times a day,Less than once per week,Never,Never
Nm-W128031,-96.42975,33.92747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nm-W128051,-96.430111,33.937533,1466113993,44,1,6,1,5.50E+04,2,1,Strongly agree,Several times a day,About once per week,Several times per week,Never,Several times per week,Several times per week,Less than once per week,Less than once per week
Nm-W128134,-94.478288,33.909499,1465328445,49,0,3,1,6.50E+04,1,0,Strongly disagree,Several times a day,About once a day,Several times per week,Several times per week,Several times a day,Less than once per week,Several times per week,Several times per week
Nm-W128343,-95.317229,34.035582,1465399918,59,0,7,1,8.00E+04,2,0,Strongly disagree,Never,Less than once per week,About once a day,About once a day,About once per week,Never,Never,Never
Nm-W128831,-96.475042,34.847334,1466711168,55,0,7,1,9.40E+04,1,2,Agree,About once a day,About once per week,Several times a day,Several times a day,Never,Several times a day,Never,About once a day
Nm-W128880,-96.752871,34.241462,1467396472,79,1,1,1,1.60E+04,2,NA,Strongly disagree,Never,NA,Several times a day,Never,NA,NA,Never,Never
Nm-W129050,-96.781739,34.326693,1466006937,59,0,6,1,2.00E+05,2,1,Strongly agree,About once a day,Several times a day,About once a day,Several times per week,Several times per week,Several times a day,Several times per week,Several times per week
Nm-W129497,-94.67318,35.17663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nm-W129504,-94.503747,35.822271,1467326926,80,1,6,1,3.50E+04,1,NA,Disagree,Never,Never,Several times a day,Never,Several times per week,About once per week,Never,Never
NmW103348,-95.907216,36.032122,1466192735,68,0,7,1,7.00E+04,1,NA,Disagree,Less than once per week,Never,Several times a day,Less than once per week,Less than once per week,Less than once per week,Never,Never
NmW104925,-96.21966,34.53219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W100032,-97.296905,36.30005,1467068949,76,0,4,6,NA,2,NA,Strongly agree,Never,Never,Several times a day,Never,Never,Several times a day,Never,About once a day
Ph-W100067,-97.28307,36.39115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W100101,-97.88314,36.41087,1469146764,52,0,1,2,2.00E+04,1,1,Agree,About once per week,Never,About once a day,About once a day,About once a day,About once a day,About once a day,About once per week
Ph-W100202,-97.866257,36.438451,1465427551,69,0,4,1,3.90E+04,2,1,Strongly disagree,Never,Never,Several times a day,Several times a day,Never,Never,Never,Never
Ph-W100209,-97.866764,36.502597,1466105136,81,0,6,1,2.80E+04,2,1,Disagree,About once a day,About once a day,Several times per week,About once a day,Less than once per week,Never,Several times per week,Less than once per week
Ph-W100283,-97.927729,36.41744,1465402380,74,0,6,1,6.00E+04,2,NA,Neither agree nor disagree,Less than once per week,About once per week,Several times a day,About once a day,About once a day,About once per week,Never,About once per week
Ph-W100296,-97.93294,36.41855,1468338841,53,0,2,1,NA,2,NA,Agree,Never,Never,About once a day,Never,About once a day,Never,Never,About once per week
Ph-W100297,-97.930279,36.412158,1465430694,78,1,6,1,1.00E+05,2,1,Somewhat agree,About once a day,About once a day,Several times per week,About once per week,About once per week,Less than once per week,Less than once per week,Several times a day
Ph-W100312,-97.937536,36.405041,1465662582,67,0,4,1,1.20E+05,2,1,Disagree,NA,NA,About once a day,About once a day,NA,Several times a day,NA,Several times a day
Ph-W100322,-97.929785,36.400485,1467218169,77,0,2,1,8.00E+04,2,NA,Strongly disagree,NA,Less than once per week,Several times a day,Never,Never,Less than once per week,Never,Never
Ph-W100348,-97.929681,36.39763,1465526770,71,1,5,1,8.00E+04,2,1,Agree,About once per week,About once per week,Several times a day,Less than once per week,About once a day,About once a day,About once per week,About once a day
Ph-W100361,-97.90898,36.39655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W100388,-97.936535,36.387636,1467069541,60,1,4,1,7.50E+04,2,NA,Disagree,About once per week,Never,Several times a day,Less than once per week,Less than once per week,About once a day,Never,Never
Ph-W100452,-98.666176,36.731121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W100471,-98.660072,36.803703,1465434323,67,1,6,1,4.50E+04,1,NA,NA,Never,Never,Several times per week,Several times a day,Less than once per week,Less than once per week,Never,Never
Ph-W100474,-98.655714,36.802289,1465331868,67,0,2,1,2.50E+04,1,NA,Disagree,About once a day,About once a day,Several times a day,Several times a day,About once a day,Several times a day,Never,About once a day
Ph-W100512,-98.62324,36.58275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W100556,-98.47708,36.26914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W100631,-97.935672,35.845439,1467766923,51,1,6,1,1.02E+05,1,NA,Agree,NA,Several times per week,Several times a day,Never,About once a day,Several times per week,Less than once per week,About once a day
Ph-W100714,-98.411467,35.856664,1467423468,64,1,4,1,8.00E+04,1,2,Neither agree nor disagree,Several times per week,Never,Several times a day,Less than once per week,Several times per week,About once a day,Never,Never
Ph-W100759,-99.427517,36.439857,1466132964,39,0,6,1,9.00E+04,1,NA,Strongly agree,Less than once per week,NA,About once a day,NA,NA,NA,About once per week,NA
Ph-W100808,-99.622768,36.371922,1467143339,76,0,5,1,2.00E+04,1,NA,Agree,Less than once per week,About once per week,About once a day,Less than once per week,About once a day,Several times per week,Never,Never
Ph-W100913,-99.879083,36.267073,1465657105,62,0,7,1,NA,1,NA,Agree,Less than once per week,Less than once per week,About once a day,About once a day,Never,Less than once per week,Never,Several times per week
Ph-W100954,-101.487986,36.703241,1467436772,64,0,3,1,NA,1,NA,Neither agree nor disagree,NA,Never,Several times a day,Several times a day,Never,About once per week,Never,Never
Ph-W100972,-101.480531,36.694358,1465923041,58,1,3,1,1.08E+05,1,1,Agree,Never,Less than once per week,Several times a day,Less than once per week,Several times a day,Never,Less than once per week,Less than once per week
Ph-W101026,-101.191811,36.616442,1466447315,75,1,3,1,1.50E+05,1,NA,Disagree,Never,Never,Several times a day,Several times a day,Less than once per week,Never,Never,Never
Ph-W101073,-96.465265,36.306656,1466712805,54,1,3,3,2.50E+04,2,0,Disagree,Never,Never,Several times a day,Several times per week,About once a day,Several times per week,Never,Never
Ph-W101218,-96.803251,36.329718,1466015394,51,1,7,3,8.00E+04,2,1,Disagree,Never,Never,About once a day,Never,About once per week,Several times per week,Never,Less than once per week
Ph-W101229,-96.989647,35.994572,1465486089,58,1,6,1,7.00E+04,2,NA,Agree,Less than once per week,Several times a day,About once a day,About once per week,About once a day,NA,Several times per week,About once per week
Ph-W101324,-97.085761,36.121243,1465439660,61,1,6,1,9.80E+04,2,1,Strongly agree,Several times a day,Less than once per week,Several times per week,Several times per week,Less than once per week,Several times a day,Never,Several times a day
Ph-W101404,-96.99668,36.09831,1467914094,31,1,6,1,4.00E+04,2,1,Agree,Less than once per week,Never,Several times per week,Less than once per week,About once a day,About once per week,Never,Several times a day
Ph-W101425,-97.083844,36.096901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W101444,-97.104132,36.075246,1467339612,51,1,6,1,1.20E+05,2,1,Agree,Several times per week,Several times per week,Several times a day,About once per week,Several times a day,About once a day,Less than once per week,Less than once per week
Ph-W101469,-97.125623,36.133405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W101476,-97.065815,36.201146,1465407141,53,1,5,1,2.15E+05,2,NA,Strongly disagree,About once per week,Never,Less than once per week,Never,Never,Less than once per week,Never,Several times per week
Ph-W101479,-97.049326,36.179276,1467070602,53,1,6,1,1.20E+05,2,1,Disagree,NA,Less than once per week,Several times a day,Less than once per week,Less than once per week,About once per week,Several times per week,Less than once per week
Ph-W101636,-96.490439,36.196313,1466266766,77,1,4,1,5.00E+04,2,NA,Somewhat agree,About once per week,Several times per week,About once a day,About once a day,Several times per week,Never,Never,Never
Ph-W101648,-96.697736,36.11723,1466718805,54,0,6,3,3.60E+04,2,NA,Strongly disagree,Less than once per week,Never,Several times a day,Never,Several times a day,Several times per week,Several times per week,Never
Ph-W101672,-97.074629,36.736546,1465400486,49,1,4,1,7.50E+04,2,0,Strongly disagree,About once a day,Never,About once a day,Never,Several times a day,About once per week,Never,Never
Ph-W101708,-97.091595,36.711941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W101710,-97.09167,36.71191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W101791,-97.150042,36.637428,1466881264,71,0,6,3,16500,2,NA,Agree,Several times per week,Never,Several times a day,Several times per week,About once per week,About once per week,Less than once per week,Less than once per week
Ph-W101827,-97.036345,36.726605,1466559308,58,1,6,1,1.55E+05,2,0,Agree,About once a day,About once per week,Several times per week,About once per week,About once a day,Several times a day,Never,Several times a day
Ph-W101846,-97.06419,36.70475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W101862,-97.0224,36.67083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W101978,-97.306396,36.689809,1469213764,78,1,5,1,2.50E+04,2,NA,NA,NA,NA,Several times per week,NA,NA,NA,NA,NA
Ph-W101994,-97.300896,36.7272,1466209805,56,1,6,1,2.50E+04,2,1,Strongly disagree,About once a day,Never,Several times per week,Less than once per week,Several times a day,Several times per week,Never,Never
Ph-W102032,-95.938089,36.708344,1466262907,58,0,4,1,1.20E+05,2,NA,Disagree,Several times per week,Never,Several times a day,Several times per week,About once a day,About once per week,Less than once per week,Several times per week
Ph-W102041,-95.94551,36.73229,1465405444,74,0,3,1,4.00E+04,2,0,Neither agree nor disagree,Never,About once per week,Several times a day,Several times a day,Never,About once per week,Never,Less than once per week
Ph-W102123,-95.848189,36.005924,1466140581,63,1,7,1,2.50E+04,1,NA,Disagree,Several times per week,Less than once per week,About once a day,Never,Less than once per week,Less than once per week,Never,Never
Ph-W102158,-95.81719,35.97337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ph-W102233,-95.799219,36.083163,1467121692,49,0,4,2,NA,1,NA,Strongly disagree,Never,Never,Several times a day,NA,About once a day,Never,Never,Never
Ph-W102264,-95.687495,36.050435,1468385766,58,0,5,1,1.65E+05,1,1,Somewhat agree,Less than once per week,Less than once per week,Several times a day,Less than once per week,Less than once per week,About once per week,About once per week,About once a day
Ph-W102267,-95.714596,36.044532,1467170185,69,0,7,1,5.00E+04,1,1,Agree,Less than once per week,Less than once per week,Several times a day,Several times per week,About once per week,About once a day,Less than once per week,Several times a day
Ph-W102315,-95.42878,36.53294,1467586971,69,1,7,1,7.50E+04,1,NA,Strongly disagree,About once per week,About once per week,About once a day,About once a day,Never,Never,Never,Never
Ph-W102333,-95.627224,36.325052,1466516467,60,0,6,1,6.00E+04,1,2,Somewhat agree,Never,Never,Several times a day,Never,About once a day,Several times per week,About once per week,Less than once per week
Ph-W102415,-95.765361,36.330388,1468332785,40,0,7,6,NA,1,NA,Strongly agree,Less than once per week,Never,Several times a day,Less than once per week,Several times a day,Less than once per week,Never,Less than once per week
Ph-W102447,-95.991161,35.953398,1468023011,67,0,4,1,3.00E+04,1,NA,Strongly agree,Less than once per week,Less than once per week,About once a day,Never,Never,Never,Never,Several times per week
Ph-W102468,-96.020091,36.004272,1467769633,45,0,7,1,1.50E+05,1,NA,Agree,About once per week,Never,Several times per week,Less than once per week,About once per week,Less than once per week,Less than once per week,Less than once per week
Ph-W102491,-96.054351,35.997508,1466505685,30,0,6,1,1.00E+05,1,NA,Disagree,Less than once per week,Never,About once per week,About once per week,About once a day,About once a day,Several times a day,Several times a day
Ph-W102564,-95.779647,36.277772,1468534290,51,0,6,2,1.00E+05,1,NA,Disagree,Never,Never,Less than once per week,About once a day,About once a day,About once a day,Never,Less than once per week
Ph-W102620,-96.138935,36.101488,1467256026,82,1,4,1,2.80E+04,1,NA,Disagree,Less than once per week,Never,Several times a day,Less than once per week,Several times a day,Less than once per week,Never,Less than once per week
Ph-W102726,-95.938422,36.307553,1465679693,71,0,6,1,5.00E+04,1,NA,Strongly agree,Never,Never,Several times a day,Never,Several times per week,Less than once per week,Never,Never
Ph-W102777,-95.973503,36.099816,1467484348,76,1,8,1,1.40E+05,1,1,Agree,Less than once per week,Less than once per week,Several times per week,About once per week,Never,Less than once per week,Never,Less than once per week
Ph-W102790,-95.961732,36.082914,1467228874,86,0,4,1,2.50E+04,1,NA,Disagree,Never,Never,About once per week,About once a day,Never,About once a day,Never,Never
Ph-W102796,-95.965465,36.077056,1468380870,68,0,4,3,8.80E+04,1,NA,Agree,Several times per week,Never,About once a day,Never,Never,Never,Never,About once per week
Ph-W102909,-95.91712,36.15156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
