tweetid,tweettimestamp,user,text,retweetedtext,is_retweet,is_quotestweet,F,P,V,ND1,ND2,ND3,ND4,ND5,D1,D2,D3,T,TP
9.93E+17,1525554286,NWS Jackson KY,"Strong to severe thunderstorms continue to move across the area. Heavy rains, large hail, and damaging wind gusts possible. #kywx https://t.co/a4QQredJ2q",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.99E+17,1526926367,NWS Jackson KY,"More showers &amp; thunderstorms are starting pop up across east KY, generally traveling slowly from south to north. Be alert for small hail, gusty winds, heavy rain and dangerous lightning. Visit https://t.co/FFgZPLORwT to keep up to date on eastern Kentucky radar. #kywx #ekywx https://t.co/C2kkfLHiAr",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.00E+18,1527862093,NWS Jackson KY,"A lightning strike, large hail, flash flooding and a tornado all occurred on this date in eastern Kentucky, albeit in different years. #this https://t.co/opXwNg6ljC",,FALSE,FALSE,0,,,,,,,,,,,0,
9.97E+17,1526655493,NWS Jackson KY,A couple rounds of severe weather hit eastern Kentucky back in 1995 that included 5 tornadoes. #thisdayinweatherhistory #kywx #ekywx https://t.co/9zEEWnTbWL,,FALSE,FALSE,0,,,,,,,,,,,0,
9.96E+17,1526232318,NWS Jackson KY,There are three ingredients necessary in order for a thunderstorm to form.  Do you know what they are?  https://t.co/kfZjzEr3wC https://t.co/yBg5RRlFNS,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533912033,NWS Jackson KY,Storms with large hail and strong winds caused property damage in Wayne county back in 1986. #thisdayinweatherhistory #kywx #ekywx https://t.co/9beUtsNYn3,,FALSE,FALSE,0,,,,,,,,,,,0,
9.83E+17,1523284971,NWS Jackson KY,"In 1991, severe weather affected 27 out of 33 counties across eastern Kentucky. #kywx https://t.co/5t5zJs5sBo",NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.99E+17,1526914006,NWS Jackson KY,Thunderstorms brought a tornado and flash flooding to eastern Kentucky back in 1990. #thisdayinweatherhistory #kywx #ekywx https://t.co/Qv13ipQGU0,,FALSE,FALSE,0,,,,,,,,,,,0,
9.99E+17,1526926683,NWS Jackson KY,"More showers &amp; thunderstorms are starting to pop up across east KY, generally traveling slowly from south to north. Be alert for small hail, gusty winds, heavy rain and dangerous lightning. Visit https://t.co/FFgZPLORwT to keep up to date on eastern Kentucky radar. #kywx #ekywx https://t.co/sGonOQs9cI",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532617357,NWS Jackson KY,Severe weather hits portions of northeast and far east Kentucky back in 2007. #thisdayinweatherhistory #kywx #ekywx https://t.co/gtEmADDa55,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529680015,NWS Jackson KY,All forms of severe weather struck eastern Kentucky on this day including 3 tornadoes. #thisdayinweatherhistory #kywx #ekywx https://t.co/v4GJFfh5mg,,FALSE,FALSE,0,,,,,,,,,,,0,
1.00E+18,1528123398,NWS Jackson KY,"On today's date, big hail fell in 1993 and record heat occurred in 2002. #thisdayinweatherhistory #kywx #ekywx https://t.co/kmHYXbZass",,FALSE,FALSE,0,,,,,,,,,,,0,
9.98E+17,1526810556,NWS Jackson KY,Warm and humid with shower and thunderstorm activity occurring each day through midweek. https://t.co/QiEDMFheZs,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.00E+18,1527721542,NWS Jackson KY,A few showers &amp; an isolated thunderstorm w/ brief heavy rain will affect portions of the area this evening. https://t.co/myyEsLq4U2  #kywx,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1530019783,NWS Jackson KY,"Each year, more deaths occur due to flooding than from any other thunderstorm related hazard. People underestimate the force and power of water.  Never drive around the barriers blocking a flooded road.  It is NEVER safe to drive or walk into flood waters.https://t.co/HSXB4X6lAy",,FALSE,FALSE,0,,,,,,,,,,,0,
9.75E+17,1521397001,NWS Jackson KY,"Many of us are familiar with the “screech” of an incoming severe weather alert on our TV’s, radio’s and telephones.… https://t.co/Q2rdrF3nFQ",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534776707,NWS Jackson KY,"A band of weakening showers, along with a thunderstorm or two is expected to push into the area. #kywx https://t.co/H7cHJQgYKE",,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
1.01E+18,1530468653,NWS Jackson KY,The 2pm @kymesonet temp/radar map shows much of the commonwealth near 90 degrees w/ shower/thunderstorm activity mainly concentrated in central KY. Conditions were noticeably cooler in the rainy areas while the sunny locales saw heat indices in the 90s to near 100. #kywx #ekywx https://t.co/zo4fewGLOY,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.67E+17,1519312445,NWS Jackson KY,A deadly tornado struck Breathitt county in 2003. #thisdayinweatherhistory #kywx #ekywx https://t.co/DmKktjF2nm,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.97E+17,1526494597,NWS Jackson KY,"Showers &amp; thunderstorms will increase in coverage across eastern Kentucky this afternoon. Cloud to ground lightning, brief periods of heavy rain, wind gusts up to 40-50 mph, and small hail all possible. #ekywx https://t.co/5bpCp9Y620",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.81E+17,1522777249,NWS Jackson KY,Severe weather threat still expected this evening and into tonight. https://t.co/PlmIikeqAV,NA,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
1.01E+18,1528810862,NWS Jackson KY,"In 2004, thunderstorms produced damaging winds, large hail, heavy rain, and flash flooding across portions of eastern Kentucky. #kywx https://t.co/A0EcDIVe5K",,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1537714761,NWS Jackson KY,Severe weather marched across eastern Kentucky back in 2006. #thisdayinweatherhistory #kywx #ekywx https://t.co/mtmoT7lS8t,,FALSE,FALSE,0,,,,,,,,,,,0,
9.99E+17,1527055569,NWS Jackson KY,A few showers and a stray thunderstorm are slowly dropping south through the area. #kywx https://t.co/LfkHc77SUp,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.05E+18,1538604900,NWS Jackson KY,"A quiet and pleasant night is in store, though dense fog will develop in the valleys. Warm, muggy and thunderstorm chances for Thurs. #kywx https://t.co/gtpd5undZo",,FALSE,FALSE,1,1,1,chance,,,,,,,,1,1
1.02E+18,1532962524,NWS Jackson KY,Severe weather and record heat blasted eastern Kentucky back in 1999. #thisdayinweatherhistory #kywx #ekywx https://t.co/Ace0f3jBFp,,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1537125201,NWS Jackson KY,"Join CoCoRaHS or Community Collaborative Rain, Hail, and Snow Network. This volunteer network of observers measure precipitation from their backyard. Any age can volunteer. Data is used by NWS meteorologists to help with forecasts. https://t.co/B5Z2DJg13e https://t.co/I94yRStlSt",,FALSE,FALSE,0,,,,,,,,,,,0,
9.71E+17,1520442373,NWS Jackson KY,"RT @NWSLouisville: Did you know that there are many different types of tornadoes? Learn all about them in the infographic below, and visit…",NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533402120,NWS Jackson KY,Calling all school administrators!  Make sure you have a tornado safety plan in advance of needing to put it into action.  https://t.co/QAnnibW7Ae #backtoschool https://t.co/GmdLybmSAq,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529332366,NWS Jackson KY,A Letcher county man was struck by lightning in 1987 &amp; severe weather hit a couple of areas in 1992. #thisdayinweatherhistory #kywx #ekywx https://t.co/h6r3CWZuyW,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534371414,NWS Jackson KY,A few showers and perhaps a stray thunderstorm will be around the area into the evening. #kywx https://t.co/osd4ZkFjGJ,,FALSE,FALSE,1,1,1,perhaps,,,,,,,,1,1
9.80E+17,1522603819,NWS Jackson KY,We would like to invite you to share your established safe places during hazardous/severe weather with us on Wednes… https://t.co/5xpHKeOcS4,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.98E+17,1526758507,NWS Jackson KY,Here's a webcam shot as heavy rain was just starting as a thunderstorm passed by the Jackson Weather Office. The office picked up a quick  tenth of inch of rain and a peak wind gust of 33 mph as the thunderstorm skirted by. #kywx #ekywx https://t.co/b62Ht9t0Px,,FALSE,FALSE,0,,,,,,,,,,,0,
9.56E+17,1516680686,NWS Jackson KY,Showers and scattered thunderstorms will continue to move through eastern Kentucky through 1 am. The stronger storm… https://t.co/R023jZrtUX,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
9.71E+17,1520278380,NWS Jackson KY,Know your risk for severe weather? See the Storm Prediction Center @NWSSPC https://t.co/GM1EAOnZkb #SpringSafety… https://t.co/BaYVQpXsFw,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.07E+18,1544899221,NWS Jackson KY,Showers will again spread across the region into the evening hours. A thunderstorm or two cannot be ruled out.  https://t.co/t32nBlCvPx  #kywx #ekywx,,FALSE,FALSE,1,1,1,can't be ruled out,,,,,,,,1,1
9.93E+17,1525511622,NWS Jackson KY,Strong thunderstorm bringing gusty winds and torrential rainfall across the I-75 corridor early this morning. https://t.co/4Se6Kk0Szb,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.71E+17,1520289240,NWS Jackson KY,What do some of our severe weather products mean? Checkout the graphic below for more! #SpringSafety #kywx https://t.co/6gubbglfPh,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1537548659,NWS Jackson KY,Isolated to widely scattered shower and maybe a thunderstorm or two will affect portions of the area this afternoon. #kywx https://t.co/yOKwNChWLn,,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
1.00E+18,1528297843,NWS Jackson KY,Flash Flooding and large hail occurred on this date but in different years. #thisdayinweatherhistory #kywx #ekywx https://t.co/yOqmjzr7Cd,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528536219,NWS Jackson KY,The chances for showers and thunderstorm mainly in the afternoon and early evening will increase this weekend into early next week. We will see afternoon highs generally climb into the middle to upper 80s through next week. #kywx https://t.co/61o6AkEN20,,FALSE,FALSE,1,1,1,increased chance,,,,,,,,1,1
9.83E+17,1523146006,NWS Jackson KY,RT @NWS: Hail forms when thunderstorm updrafts carry raindrops upward into extremely cold areas of the atmosphere: https://t.co/8wtUqdJWny…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.80E+17,1522444984,NWS Jackson KY,Small hail or some sleet pellets will be possible from the showers passing through eastern Kentucky early this even… https://t.co/hwIlg2obXj,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.69E+17,1519911480,NWS Jackson KY,Today is a great day to test out your Weather Radio since there will be a statewide tornado drill at 10:07 AM today… https://t.co/Ss5qWCsDK7,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.00E+18,1528038839,NWS Jackson KY,Severe weather in 1983 caused property damage across east KY including knocking down 2 radio towers. #thisdayinweatherhistory #kywx #ekywx https://t.co/GcUgEJd3XT,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1530456083,NWS Jackson KY,Severe weather struck several eastern Kentucky counties back in 1990. #thisdayinweatherhistory #kywx #ekywx https://t.co/sZEOkPVc9p,,FALSE,FALSE,0,,,,,,,,,,,0,
9.70E+17,1520037240,NWS Jackson KY,Straight line winds in severe thunderstorms can exceed 100 mph and cause the same amount of damage as a tornado. … https://t.co/51TK14bs3e,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529317005,NWS Jackson KY,Hot and humid conditions will continue this week with shower and thunderstorm chances increasing through the week. #kywx https://t.co/kUqRJbAnaj,,FALSE,FALSE,1,1,1,increased chance,,,,,,,,1,1
9.97E+17,1526440799,NWS Jackson KY,"@brunota2003 Oh, I missed the hail report at the end some how. That was in Payne Gap?",,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531784536,NWS Jackson KY,"Thunderstorm chances continue Tuesday, before drier and less humid weather arrives for the middle of the week. #kywx https://t.co/C3H9LPJ9Sw",,FALSE,FALSE,1,1,1,chance,,,,,,,,1,1
1.00E+18,1527780934,NWS Jackson KY,Memorial Day of 2004 saw widespread flooding along with severe weather including 6 tornadoes. #thisdayinweatherhistory #kywx #ekywx https://t.co/syg0beudht,,FALSE,FALSE,0,,,,,,,,,,,0,
9.81E+17,1522773110,NWS Jackson KY,"On this day in weather history, the super tornado outbreak of 1974 occurred. #thisdayinweatherhistory #kywx #ekywx https://t.co/eSuWlpIjKi",NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.87E+17,1524233863,NWS Jackson KY,Severe weather caused some damage as it moved through eastern Kentucky in 1996. #thisdayinweatherhistory #kywx… https://t.co/2py8QBgUGd,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.85E+17,1523629552,NWS Jackson KY,Large Hail and Damaging Winds Occurred Across Portions of eastern Kentucky. #kywx https://t.co/wvQAbsrHPz,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1536929629,NWS Jackson KY,"In 1984, a F1 tornado touched down in Fleming County. #kywx https://t.co/TqUGqCMDer",,FALSE,FALSE,0,,,,,,,,,,,0,
9.66E+17,1519049100,NWS Jackson MS,Mississippi Severe Weather Preparedness Week kicks off today! Send us your severe weather questions &amp; we'll spend… https://t.co/VeVKf2CZh6,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541600913,NWS Jackson MS,Isolated severe storms are possible across locations along and south of Interstate Twenty late this morning through this afternoon. Damaging winds and hail up to quarter size are the primary threats. https://t.co/C1CgP1fA9Y,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.06E+18,1541367837,NWS Jackson MS,Here is the latest forecast for the severe weather expected late Monday afternoon through early Tuesday morning. The best potential continues to be over northern portions of the area. Make sure you stay tuned to the latest forecast through Monday night! https://t.co/Iar1mw2r25,,FALSE,FALSE,1,1,1,best potential,,,,,,,,1,1
1.01E+18,1528493565,NWS Jackson MS,RT @lazybeens: Pebble sized hail in #Starkville @MSUWeather @NWSJacksonMS https://t.co/hOLwOUp8QR,Pebble sized hail in #Starkville @MSUWeather @NWSJacksonMS https://t.co/hOLwOUp8QR,TRUE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541051355,NWS Jackson MS,1246am radar update...several tornadic storms are approaching or along the Mississippi River. Heads up Natchez and points southwest. Also take shelter in Winnsboro and wisner. Tornado warned storm is heading your way. https://t.co/VDeEgVofIp,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.08E+18,1546021059,NWS Jackson MS,"An NWS damage survey team confirmed an EF-0 tornado caused damage just west of Bentonia yesterday. Around a dozen trees had large limbs broken off, snapped with a few smaller trees uprooted. Some tin covering from a roof was pealed off and blown across a few yards. https://t.co/Gnl9aVulPW",,FALSE,FALSE,0,,,,,,,,,,,0,
9.61E+17,1517987033,NWS Jackson MS,A brief spin-up tornado is possible within this line of storms. https://t.co/NnzEbK2J2Z,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1530417930,NWS Jackson MS,RT @GardeningWxGeek: Some beautiful skies tonight after strong upper-level winds used an anvilhead of a strong thunderstorm to paint a gorg…,Some beautiful skies tonight after strong upper-level winds used an anvilhead of a strong thunderstorm to paint a gorgeous streak of fluffiness across the sky! ?? @NWSJacksonMS https://t.co/ZmwrYNcYpz,TRUE,FALSE,0,,,,,,,,,,,0,
1.05E+18,1539277500,NWS Jackson MS,Attention Covington County residents: There will be a free and public storm spotter training class next Tuesday at 6pm. Join us to learn more about severe weather and YOU can become an official storm spotter! https://t.co/mR1UGGSbAP,,FALSE,FALSE,0,,,,,,,,,,,0,
1.00E+18,1527370857,NWS Jackson MS,"4:10 PM Radar Update: Showers and thunderstorms continue late this afternoon across portions of the area. Strong gusty winds, hail, and flash flooding will be possible in stronger storms. https://t.co/SV5kGG2pfT",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.74E+17,1521148998,NWS Jackson MS,"Severe thunderstorms are possible tomorrow afternoon and evening, mainly across the Delta area. Large hail and dama… https://t.co/5e55iEX097",NA,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
9.67E+17,1519395900,NWS Jackson MS,"For our last day of Severe Weather Preparedness Week, we will discussing ways to receive hazardous weather reports.… https://t.co/YZlz24pCdb",NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.99E+17,1526934718,NWS Jackson MS,330pm Radar Update: numerous thunderstorms have developed across the ArkLaMiss this afternoon. A few of these storms have become severe with locally damaging winds and hail the main threat. Torrential rainfall and isolated flash flooding will also be possible. https://t.co/ZS8sSUSIkN,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.07E+18,1543005217,NWS Jackson MS,2:00 PM Radar Update: Rain will continue moving into the region through the afternoon. A thunderstorm cannot be ruled out. https://t.co/RPqd9yhkQW,,FALSE,FALSE,1,1,1,can't be ruled out,,,,,,,,1,1
9.66E+17,1519215300,NWS Jackson MS,Chances for showers and storms will increase today as a cold front approaches the region. Isolated severe storms ar… https://t.co/6MvUBvasV4,NA,FALSE,FALSE,1,1,1,increased chance,,,,,,,,1,1
1.07E+18,1543619148,NWS Jackson MS,"Here's our latest thinking on the severe weather potential. A strong storm system will bring a round of severe storms late tonight. Included is the latest thought on timing. The greatest threats are damaging wind gusts, tornadoes, and hail. Please stay weather aware! https://t.co/TmI0OXWacm",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1534376979,NWS Jackson MS,Our new GOES-16 satellite was able to detect both a 'hot spot' from this fire (top two panels) and also visible smoke lifting northwestward (bottom left panel) before a thunderstorm erupted in the area: https://t.co/mE7J5fRsgy,,FALSE,FALSE,0,,,,,,,,,,,0,
9.79E+17,1522335882,NWS Jackson MS,Still monitoring potential for severe storms this morning over southeastern portions of MS. Current thinking is the… https://t.co/3FBjInMXyt,NA,FALSE,FALSE,1,1,1,threat,possible,,,,,,,1,1
9.80E+17,1522527314,NWS Jackson MS,"The threat of severe weather returns to western and central parts of the region Tuesday into Tuesday night, with th… https://t.co/VehozQD4zS",NA,FALSE,FALSE,1,1,1,threat,,,,,,,,1,1
9.76E+17,1521412207,NWS Jackson MS,Isolated severe storms will be possible late Monday morning through the afternoon. The primary risk will be damagin… https://t.co/qbByStkBm8,NA,FALSE,FALSE,1,1,1,possible,can't be ruled out,,,,,,,1,1
1.05E+18,1538911638,NWS Jackson MS,"Today: A stray afternoon shower or thunderstorm will be possible across far southern portions of the area. Otherwise, expect partly cloudy skies with high temperatures in the upper 80s and low 90s. https://t.co/xh7OGKJkTe",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1528652364,NWS Jackson MS,Isolated severe thunderstorms will be possible this afternoon over southwest portions of the area. Damaging winds will be the primary severe weather risk. https://t.co/7DLwqUyj5A,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.05E+18,1539561971,NWS Jackson MS,"RT @BrianBriggsWX: That's right folks, that is a lightning bolt on the skycam. There is so much lightning occurring in this severe storm in…","That's right folks, that is a lightning bolt on the skycam. There is so much lightning occurring in this severe storm in southern Arkansas that it's not hard to grab one #ArLaMsWX https://t.co/NdnQXkHoNw",TRUE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1540827134,NWS Jackson MS,"Here is the latest NWS Jackson weekly weather briefing recorded on October 29, 2018, with the main focus for a strong cold front &amp; severe weather potential around mid-week. https://t.co/MwDo6GTxq8",,FALSE,FALSE,1,1,1,potential,,,,,,,,1,1
1.08E+18,1546005252,NWS Jackson MS,Survey teams will be heading out to Yazoo County and Franklin Parish Louisiana today to assess storm damage from yesterday's severe weather.,,FALSE,FALSE,0,,,,,,,,,,,0,
9.69E+17,1519771200,NWS Jackson MS,It is almost time for our storm spotter training class in Lauderdale County! Come out and learn about severe weathe… https://t.co/A8bdhEXJ1E,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534258056,NWS Jackson MS,Conditions will be hot &amp; above normal today with only very isolated afternoon shower &amp; thunderstorm activity at best in the east-southeast. Highs will be in the mid 90s with peak heat indices over the century mark in many locations. https://t.co/PayMhnjYjg,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.66E+17,1519234800,NWS Jackson MS,#SeverePrep Do you know where to go in case a tornado comes near your home? Form a plan and discuss it with your fa… https://t.co/QXUDFYmzD2,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.89E+17,1524715312,NWS Jackson MS,"Widespread showers, along with an isolated thunderstorm or two, will move east across the area overnight &amp; into ear… https://t.co/jA8hGmYQUe",NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.07E+18,1543622897,NWS Jackson MS,"@teacherlady09 There remains some potential some showers &amp; storms off the coast could limit some moisture moving in. How much, that is a little difficult to say &amp; keep it slightly more stable &amp; less severe potential. However, remain prepared f",,FALSE,FALSE,1,1,1,could,less potential,,,,some potential,,,3,3
9.55E+17,1516488584,NWS Jackson MS,"Correction, the EF3 Hattiesburg tornado occurred tonight in the early hours of the morning of January 21st.",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541489613,NWS Jackson MS,CONFIRMED TORNADO ON THE GROUND JUST NORTH EAST OF MAYHEW!!TAKE COVER NOW!! LOWNDES COUNTY,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.67E+17,1519477985,NWS Jackson MS,"Severe weather is expected tonight in the ArkLaMiss, beginning this evening over western areas and reaching eastern… https://t.co/JqJ8Z4FHXR",NA,FALSE,FALSE,1,1,1,expected,greatest threat,,,,,,,1,1
9.82E+17,1522867403,NWS Jackson MS,RT @NWS: The Emergency Response Specialists at NWS Southern Region Operations Center do their duty from a spot safe from severe weather thr…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.66E+17,1519058100,NWS Jackson MS,Severe thunderstorms have the potential to produce large hail. This hazard usually occurs during our spring months.… https://t.co/n8Ml2bJHcF,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541327318,NWS Jackson MS,"@Manning_22 The metro is still in the slight risk area. That certainly doesn't rule the metro out. Tornadoes, large hail, and damaging winds are still possible for those of us in the metro area.",,FALSE,FALSE,1,1,1,can't be ruled out,possible,,,,,,,1,1
9.81E+17,1522612228,NWS Jackson MS,Here's the latest forecast for the severe weather potential Tuesday afternoon into Tuesday night. https://t.co/K0Qf2UehcP,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
9.61E+17,1517982061,NWS Jackson MS,"A severe thunderstorm capable of producing large hail is tracking towards Flora, MS.",NA,FALSE,FALSE,1,0,,,,,,,,,,0,
9.65E+17,1518904015,NWS Jackson MS,"RT @ActionJacksonWX: @NWSJacksonMS Forecaster @BulldogWX_0610 presents on the April 2-3, 2017 severe weather and flooding event @SeCAPSUSA…",NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532553789,NWS Jackson MS,"RT @NOAASatellites: If you haven't seen this, check it out: #GOESEast got a spectacular view of converging cumulus clouds bubbling into a h…","If you haven't seen this, check it out: #GOESEast got a spectacular view of converging cumulus clouds bubbling into a huge #thunderstorm on #Cuba's Isle of Youth (July 23, 2018). More imagery: https://t.co/P1F11zXUHI https://t.co/uB5bQCJQlS",TRUE,FALSE,0,,,,,,,,,,,0,
9.82E+17,1523079127,NWS Jackson MS,"We appreciate all of the reports of hail, wind damage, and flooding you all shared tonight. Please pass along any a… https://t.co/TMCoOljNlS",NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.88E+17,1524306600,NWS Jackson MS,"Isolated severe storms are possible Sunday ahead of a developing low pressure system. Damaging wind gusts, hail up… https://t.co/q6AfwmjE6r",NA,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
9.73E+17,1520872858,NWS Jackson MS,The EF-0 Madison County tornado from yesterday morning occurred and dissipated right before the official time chang… https://t.co/oUuiWnAVhk,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.64E+17,1518764751,NWS Jackson MS,RT @GOHSEP: Governor Edwards Declares Severe Weather Awareness Week #lawx https://t.co/emGKak6fz7,NA,TRUE,FALSE,0,,,,,,,,,,,0,
9.73E+17,1520747748,NWS Jackson MS,Radar Update: 11:47PM CDT thunderstorms capable of hail to the size of golf balls and locally heavy rainfall will c… https://t.co/XO2Kb13jl5,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.06E+18,1540404900,NWS Jackson MS,"When you’re making your safe spot plans, don’t forget about your pets! They need to be prepared for severe weather and tornadoes too.?????? https://t.co/XI1tlenNrs",,FALSE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541603377,NWS Jackson MS,Storm reports: Reports of golfball size hail and slightly larger than golfball size hail just south of Leesburg shortly after 8:30 this morning. Please pass along any reports of hail or flooding in your area! #mswx,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.04E+18,1536180943,NWS Jackson MS,Radar is showing a possible tornado near the Kilmichael and Winona areas. Take cover if you are in this area. https://t.co/jcY99QZ4I0,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.51E+17,1515544182,NWS Jackson MS,"RT @tornado_talk: Time for #TornadoHistory! An F3 tracked 23.6 mi thru parts of Jones/Wayne Co, MS in 1972. The #tornado dug a hole in the…",NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541476670,NWS Jackson MS,"@MrTBshaw Overall in Jackson/Rankin County, our thinking is just a small chance at severe weather the rest of the  night. We updated the severe weather risk in that area to 1 out of 5 (marginal). Hope that helps! https://t.co/5JwjvbjxZC",,FALSE,FALSE,1,1,1,,,,,,small chance,,,2,2
1.05E+18,1538262783,NWS Jackson MS,There's a slight chance for a shower or thunderstorm around the Highway 84 corridor through early this evening. Otherwise a cloudy night with temperatures in the 60s for our region. #arwx #lawx #mswx https://t.co/ylfZ5ItV8j,,FALSE,FALSE,1,1,1,,,,,,slight chance,,,2,2
9.82E+17,1523028253,NWS Jackson MS,Morning Update: We updated/tweaked the timing and areas for the severe weather expected today and tonight. We also… https://t.co/ssstilnsod,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
9.64E+17,1518566682,NWS Jackson MS,Tonight: Showers and possibly a thunderstorm will increase in coverage across portions of the Delta with activity m… https://t.co/rCDmP8XvdR,NA,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.01E+18,1529496138,NWS Jackson MS,"Isolated severe thunderstorms are possible for areas mainly along and north of Interstate 20 Thursday evening through Friday. Damaging wind gusts are the main threat, with hail up to quarter size also possible. https://t.co/6O0pXrDW9Z",,FALSE,FALSE,1,1,1,possible,possible,,,,,,,1,1
9.61E+17,1518041054,NWS Jackson MS,A NWS survey team has confirmed an EF-1 tornado in western Lauderdale County occurred early this morning. There was… https://t.co/qDnmM2LkW7,NA,FALSE,FALSE,0,,,,,,,,,,,0,
9.79E+17,1522358007,NWS Jackson MS,"@STARCHILDLIGHT Only an EF-1 tornado in Franklin Parish, LA has been confirmed as of now: https://t.co/V3qK7XdQbeO… https://t.co/knDDLzASHw",NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541528769,NWS Jackson MS,RT @NWSMemphis: Most injuries and deaths associated with tornadoes are due to flying debris. Examples like this show why you need to seek s…,Most injuries and deaths associated with tornadoes are due to flying debris. Examples like this show why you need to seek shelter when a tornado warning is issued. https://t.co/cPQPDCzUSD,TRUE,FALSE,0,,,,,,,,,,,0,
1.06E+18,1541053355,NWS Jackson MS,".ATTENTION ACME, NEW ERA AND CONCORDIA - RADAR CONFIRMED TORNADO HEADING YOUR WAY",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.07E+18,1543664265,NWS Jackson MS,"The threat for severe weather will continue this morning over southeastern MS. The main risk with any severe storms will be damaging wind gusts, hail up to quarter size, and perhaps a tornado, especially across the southern Pine Belt. https://t.co/RIw6DK2ZQm",,FALSE,FALSE,1,1,1,threat,perhaps,,,,,,,1,1
