long_torhit_time,long_torhit_resp,long_torhit_nothing,long_torhit_monitor,long_torhit_prepare,long_torhit_shelter,long_torhit_nonshelter,long_torhit_conshelter,long_torhit_leave,long_torhit_leave_shelter,long_torhit_leave_avoid,long_torhit_not_sure,long_torhit_other
8,Keep watch over the action of the tornado and take action myself as it gets closer.,,1,,,,,,,,,
8,"Call out for work if i was scheduled, plug in my cell  phone to get it charged, and take my emergency kit, blankets and pillows, and my kittens' crates into the bathroom under the stairs. Alert family and friends and make sure they are prepared including ",,,1,1,,,,,,,
8,Continue listening to the news and try to stay home as much as I can so I can be sheltered if I need to. ,,1,,,,,,,,,
4,Put supplies in the nearest shelter and keep monitoring the possible tornado. I would take cover when necessary. ,,1,1,,,,,,,,
8,I would go about my daily business until touchdown and then hide in the laundry room.,,,,1,,,,,,,
4,GO OUT,,,,,,,1,,,,
4,Don't Know,,,,,,,,,,1,
4,Make sure I know where to go if a tornado warning is issued and be on alert. ,,1,1,,,,,,,,
4,"
I have to take refuge and ask for help as soon as the emergency has passed",,,,1,,,,,,,
8,Move to a safer part of the state ,,,,,,,,,1,,
8,Monitor the situation and prepare a sheltered location in the basement in case a tornado warning is issued.,,1,1,,,,,,,,
4,Stay in the closet,,,,1,,,,,,,
4,Take shelter,,,,1,,,,,,,
8,leave,,,,,,,1,,,,
8,go to shelter,,,,1,,,,,,,
8,Take shelter,,,,1,,,,,,,
8,prepare for touchdwn,,,1,,,,,,,,
4,Go home within 4 hours ,,,,1,,,,,,,
8,See what happens.,,1,,,,,,,,,
4,"gather some things together, keep an eye on the situation and head to the basement",,1,1,,1,,,,,,
4,leave for a more safer area,,,,,,,,,1,,
8,,,,,,,,,,,,1
4,Avoid the area that the tornado will hit.,,,,,,,,,1,,
4,take belongings and drive to a far away shelter,,,1,,,,,1,,,
8,leave town,,,,,,,,,1,,
8,I would pack up some things and head the opposite way,,,1,,,,,,1,,
4,pack wat i need,,,1,,,,,,,,
4,secure all outdoor items that could be affected and then tune in to my local tv station for further updates,,1,1,,,,,,,,
4,Get to a shelter,,,,,,,,1,,,
8,Try and possible pack most important things try and get out of the town.,,,1,,,,,,1,,
8,"I would get out of bed, and take cover in my closet.",,,,,1,,,,,,
8,get in tub,,,,,1,,,,,,
4,goto a storm shelter,,,,,,,,1,,,
8,asdffsdsadsfdfsdsdfsdffdsdfsfdsdsdf,,,,,,,,,,,1
8,Drive to a shelter,,,,,,,,1,,,
4,Monitor the situation and be prepared to go to the basement,,1,1,,,,,,,,
8,go in basement,,,,,1,,,,,,
4,go to a shelter,,,,,,,,1,,,
4,Find out more and leave the area if i am in serious danger,,1,,,,,1,,,,
4,KEEP MONITORING IT ONLINE,,1,,,,,,,,,
8,go to a shelter,,,,1,,,,,,,
8,I will drive away from the tornado.,,,,,,,,,1,,
4,I will do what I have to do then when there's less time when the tornado comes I will take shelter and take cover to be safe ,,,1,1,,,,,,,
4,safe place in the building,,,,1,,,,,,,
8,wait it out at work,,,,1,,,,,,,
8,go to the basement,,,,,1,,,,,,
4,"I would be at work, so I would hunker down in an inner part of the building",,,,,1,,,,,,
4,move to shelter,,,,1,,,,,,,
8,Keep my eyes & ear open. Be ready to go to the basement ASAP.,,1,1,,,,,,,,
8,Seek shelter or hide under the stairs,,,,,1,,,,,,
8,,,,,,,,,,,,1
4,Keep monitoring the weather and be prepared to go to the safest location,,1,1,,,,,,,,
8,go to the apartment basement,,,,,1,,,,,,
8,I WOULD START PREPARING FOR THE SITUATION AND MONITORING THE WEATHER AND LISTENING TO WEATHER REPORTS.,,1,1,,,,,,,,
8,"gather important papers documents pack light suitcase and evacuate with family, pets ",,,1,,,,,,1,,
4,watch the radar and listen to the weather,,1,,,,,,,,,
8,.......................,,,,,,,,,,,1
4,TORNADOS DONT COME HERE,1,,,,,,,,,,
4,start preparing myself to go to the safest place in the house,,,1,,,,,,,,
8,find shelter,,,1,,,,,,,,
4,i would try to take cover,,,,1,,,,,,,
8,"keep an eye on the radar, an eye on the sky",,1,,,,,,,,,
4,hide in the bath tub,,,,,1,,,,,,
4,Close windows,,,1,,,,,,,,
4,Make sure everything is closed and locked possibly board up the window in the basement to help protect us from the tornado.,,,1,,,,,,,,
8,Call family members like my sister and possibly go to her house where there is a basement.,,,1,,,,,1,,,
4,don't know,,,,,,,,,,1,
8,..,,,,,,,,,,,1
4,stay away from the window ,,,,1,,,,,,,
8,Preparation,,,1,,,,,,,,
8,pack everything I can and go outside of my location,,,1,,,,1,,,,
4,get to the lowest part of my house,,,,,1,,,,,,
4,stock up water canned foods fill up gas for car generator,,,1,,,,,,,,
8,look for a safe shelter,,,1,,,,,,,,
4,"notify as many people that I can and take immediate cover, and tell them where they can go.",,,1,,,,,,,,
4,evacuate right away,,,,,,,1,,,,
8,Put on TV for more information,,1,,,,,,,,,
8,"go to work, keep the radio on to hear updates",,1,,,,,,,,,
4,Monitor the weather,,1,,,,,,,,,
8,"Not realistic...no one knows that...they are localized...if I had a crystal ball, I would leave the city",,,,,,,1,,,,
8,drive out of area,,,,,,,1,,1,,
4,SAME AS BEFORE,,,1,,,,,,,,
4,look foe shelter,,,1,,,,,,,,
4,I would look up more information online,,1,,,,,,,,,
8,go in the safe place,,,,1,,,,,,,
8,Inform my manager and ask to monitor the situation. ,,1,,,,,,,,,
8,Keep a close eye on the weather and be prepared to take shelter,,1,1,,,,,,,,
8,Go to a safety shelter.,,,,,,,,1,,,
8,"I wouldn't worry too much about it because it wouldn't be for another 8 hours, however I may prepare for safety.",,,1,,,,,,,,
8,go to the nearest shelter,,,,,,,,1,,,
4,Board the house's windows and gather the necessary items for the family for the crisis,,,1,,,,,,,,
8,With warning he was sheltered in a shelter,,,,1,,,,,,,
8,"I would call my parent and try and find the fastest route out of my location. If there is too much panic, find a safe shelter within my city.",,,1,,,,,,,,
4,Monitor the situation and make a plan to seek shelter,,1,1,,,,,,,,
8,I would likely call out of work and stay home. At home I would prepare for the tornado by ensuring I have a safe area to stay and plenty of food and water.,,,1,1,,,,,,,
4,we would leave,,,,,,,1,,,,
8,keep an eye on the weather,,1,,,,,,,,,
4,Prepare to move to a sheltered location in my home and listen for updates on a portable radio.,,1,1,1,,,,,,,
4,"Go down to the basement with flashlights, extra water, reading material, bedding and food plus get our pets down there too.",,,1,,1,,,,,,
8,Avoid car drive. WIll reach office early. or go late.,,,,1,,,,,,,
4,Secure external objects; close window shutters.. can't think of what else,,,1,,,,,,,,
8,i would go to a secure shelter,,,,,,,,1,,,
4,Stay inside my apartment.,,,,1,,,,,,,
8,I am unsure...,,,,,,,,,,1,
4,Again find a place that is low and protected from flying debris,,,,1,,,,,,,
8,Find a safe place to wait it out.,,,1,,,,,,,,
4,I have a drs. appointment.  I would make sure to stay inside the hospital,,,,1,,,,,,,
4,Monitor the weather and news,,1,,,,,,,,,
4,go to safest part of structure,,,,1,,,,,,,
8,safe,,,,,,,,,,,1
8,Make sure I have food and water and blankets. Check safe room downstairs.,,,1,,,,,,,,
8,get ready  find a save place,,,1,,,,,,,,
4,go to safe shelter,,,,,,,,1,,,
8,leave the area and move to a safe sheltered location,,,,,,,,1,,,
8,I would monitor,,1,,,,,,,,,
8,"Listen to tv, or radio for the emergency broadcast system to give instructions on options of action",,1,,,,,,,,,
8,"Alert my family. Pack medications, important documents, medical supplies, water and meet at a designated location.",,,1,,,,1,,,,
4,Monitor it for a bit,,1,,,,,,,,,
8,Prepare and get shelter when it is time.,,,1,1,,,,,,,
4,go to store underground shelter,,,,1,,,,,,,
4,prepare to leave or hunker down in my interior bathroom,,,1,,,,,,,,
4,seek shelter.,,,,1,,,,,,,
4,find a shelter and keep monitoring the alerts,,1,1,,,,,,,,
4,Make sure we all get to the nearest shelter.,,,,,,,,1,,,
4,take shelter,,,,1,,,,,,,
4,get to shelter,,,,1,,,,,,,
8,Hope that i am not sleeping,1,,,,,,,,,,
8,prepare,,,1,,,,,,,,
4,do some action,,,1,,,,,,,,
8,go to the safest area available or the designated place,,,,1,,,,,,,
4,take a safe place,,,,1,,,,,,,
4,not worry because i will be at work and not at home,,,,1,,,,,,,
4,Safe place in the house.,,,,,1,,,,,,
8,monitor the weather reports,,1,,,,,,,,,
4,"Start preparing myself, family, adn house",,,1,,,,,,,,
8,"make sure my family was all accounted for and safe, then move candles, food, water and a battery operated radio to the basement",,,1,,,,,,,,
8,I would make sure we are away from the area because I would not have any idea how bad or worse it can get or the damage it can cause.,,,,,,,,,1,,
4,Secure myself in bathroom in the tub,,,,,1,,,,,,
4,call off work,,,,1,,,,,,,
8,Monitor the likelihood and keep safety in mind with the direction of the storm,,1,,,,,,,,,
4,Monitor the weather updates closely,,1,,,,,,,,,
8,not possible,1,,,,,,,,,,
8,Go to my brothers warehouse to stay with family,,,,,,,1,,,,
4, i would search the internet for the safe places where I can go near my residence,,,1,,,,,,,,
4,Find shelter,,,1,,,,,,,,
4,I would listen out for it and such,,1,,,,,,,,,
4,,,,,,,,,,,,1
8,go to the basement ,,,,,1,,,,,,
4,okay i am not sure at this point,,,,,,,,,,1,
8,I would pay attention to the weather during the day and see what happens but have a safety plan in case,,1,1,,,,,,,,
8,make preparations and stay informed,,1,1,,,,,,,,
4,pray and repent. pray for others,1,,,,,,,,,,
4,Gather as much valuables and necessities with family to get ready and go down in basement,,,1,,1,,,,,,
8,watch for changes,,1,,,,,,,,,
4,seek shelter,,,,1,,,,,,,
8,Get rid of movable objects around my property. Check my windows. ,,,1,,,,,,,,
8,Get kit ready ,,,1,,,,,,,,
4,I will be at work and go to the nearest room or  area with no windows that are designated for the tornado.,,,,,1,,,,,,
4,go to the basement and hide in a safe area,,,,,1,,,,,,
8,;eave,,,,,,,1,,,,
8,Run for shelter.,,,,,,,,1,,,
8,Call out of work and go into my basement.,,,,,1,,,,,,
4,plan where to stay,,,1,,,,,,,,
8,nothing,1,,,,,,,,,,
4,Stay get near closet,,,,,1,,,,,,
8,Put the cats in the basement; monitor the weather; join the cats if necessary.,,1,1,,,,,,,,
4,go to tornado shelter inside my workplace,,,,,,1,,1,,,
4,I would still go to our bathroom and cover up!,,,,,1,,,,,,
4,make all preperations . get blankets and emergency gear. Go to shelter,,,1,1,,,,,,,
4,Watch the situation an prepare just in case.. possibly contact someone who has a basement and go to their house,,,1,,,,,,,,
4,I would still pray. My confidence is high that I would be protected,1,,,,,,,,,,
8,Monitor the situation until it becomes clear that further action is required,,1,,,,,,,,,
8,Prepare for my protection. In may house place things in save area. Think about best save area.,,,1,,,,,,,,
8,"secure items outside, prepare interior location in my home coverings and with flashlights",,,1,,,,,,,,
8,Look for a shelter somewhere else,,,1,,,,,,,,
8,dont know,,,,,,,,,,1,
4,Find shelter,,,1,,,,,,,,
4,Pull off the road and call my wife and kids,,,1,,,,,,,,
8,shelter in place,,,,1,,,,,,,
8,stay home,,,,1,,,,,,,
8,I would monitor the situation until the tornado gets close and then find shelter.,,1,,1,,,,,,,
8,go to a safe shelter,,,,,,,,1,,,
4,prepare to leave to the shelter,,,1,,,,,,,,
4,Run. Away.,,,,,,,1,,,,
4,Keep an eye on the situation.,,1,,,,,,,,,
4,Move to a nearby location or building that provides safer shelter,,,,,,,,1,,,
4,move out,,,,,,,1,,,,
4,stay in a safe place,,,,1,,,,,,,
4,Seek shelter in the most enclosed room in my house,,,,,1,,,,,,
4,choose safe place,,,,1,,,,,,,
8,I would probably change my routine and try to stay home,,,,1,,,,,,,
4,Gather family and materials for coverage im basement bathroom,,,1,,1,,,,,,
8,be very cautions,,1,,,,,,,,,
4,,,,,,,,,,,,1
8,Take cove right away by going to a shelter,,,,,,,,1,,,
4,I would listen to the radio or watch the TV for the best course of action.,,1,,,,,,,,,
4,I would get to the safest place in. the city,,,,,,,,1,,,
4,GET PREPARED TO GET TO A SAFE PLACE,,,1,,,,,,,,
8,stay tuned to the news for updates,,1,,,,,,,,,
4,"Make preparations to seek shelter, but monitor the situation.",,1,1,,,,,,,,
8,"close the hurricane shutters, gather the proper documents, move to the bathroom or inside closet",,,1,,1,,,,,,
4,amazing survey,,,,,,,,,,,1
8,I would buy necessary materials and food to get through it and seek protective shelter,,,1,1,,,,,,,
4,Barricade my house as fast as possible.,,,1,,,,,,,,
4,I would make adequate preparations to secure properties that i could possibly secure within that time period and drive away from the area as fast as possible,,,1,,,,,,1,,
8,Check for my family,,,1,,,,,,,,
4,Seek shelter.,,,,1,,,,,,,
4,Monitor the situation & be ready to hunker down in the bathroom.,,1,,,1,,,,,,
4,"Keep my appointments, monitor the weather and seek a state designated storm shelter if needed.",,1,,,,,,1,,,
8,I would monitor the tornado alerts closely and I would prepare to hide in the bathroom in the first floor of my house.,,1,1,,,,,,,,
8,Pack up important items and drive the opposite way and seek safe harbor.,,,1,,,,,1,,,
4,take shelter for the entire 4 hours.,,,,1,,,,,,,
4,keep checking the radar,,1,,,,,,,,,
8,Monitor the situation and move to the school if needed,,1,,,,,,1,,,
8,leave,,,,,,,1,,,,
4,Grab food and find the safest part in my house to hide,,,1,,1,,,,,,
4,I will seek shelter as soon as I can,,,,1,,,,,,,
8,kul kh  hk kgugk hgj khkl gckh,,,,,,,,,,,1
4,prepare and continued to follow the news,,1,1,,,,,,,,
4,Move to a safe place,,,,,,,,1,,,
4,I would stay indoors,,,,1,,,,,,,
4,move to a safe shelter ,,,,,,,,1,,,
8,Move to the safest place at home.,,,,,1,,,,,,
4,"Not sure, probably not go run, but maybe go to the gym which is a bigger more stable building than my apartment ",,,,,,,,1,,,
4,Make certain that I am in a structure that would offer me protection,,,1,,,,,,,,
4,"drive home and get my son and make a shelter downstairs, likely pick up my mom on the way home. ",,,1,,1,,,,,,
4,Seek shelter,,,,1,,,,,,,
4,find more info,,1,,,,,,,,,
8,leave,,,,,,,1,,,,
4,monitor and be ready to move to fall out shelter/basement of office,,1,1,,,,,,,,
8,Seek shelter in the basement,,,,,1,,,,,,
4,Stay inside the warehouse I work,,,,1,,,,,,,
4,prepare for the next four hours before it comes,,,1,,,,,,,,
8,find a shelter and go there with my family.,,,,,,,,1,,,
8,njvkdlnvkdlhvdkafhgklsadghjlsf;gj;flsdkajds;alafjkds;lfjdsfa;jfafdsl;fjdklfdsjlfdslkjfdsklfjdslkfjdsljfdsklcjdslckds,,,,,,,,,,,1
8,mad a road ,,,,,,,,,,,1
4,take shelter in the basement,,,,,1,,,,,,
4,go to shelter if possible,,,,,,,,1,,,
8,Move to a safe location ,,,,,,,1,,,,
4,move me with the  family out to the city,,,,,,,1,,,,
4,monitor,,1,,,,,,,,,
4,nothing i live in new york city,1,,,,,,,,,,
4,Seek the best shelter nearby,,,,,,,,1,,,
8,panic and look for a safe location,,,1,,,,,,,,
4,seek shelter,,,,1,,,,,,,
4,monitor the situation and take action if/when it appeared tornado would actually hit.,,1,,,,,,,,,
8,monitor it,,1,,,,,,,,,
8,I would try to drive away from it,,,,,,,,,1,,
8,Put boards over the windows and take other precautionary measures to ensure my condo remains in one piece.,,,1,,,,,,,,
4,the weather alert for the day in the next 4 hours is very cold and rain,1,,,,,,,,,,
4,look up the safest place to go and go there,,,1,,,,,,,,
4,n/a,,,,,,,,,,,1
4,get as much stuff,,,1,,,,,,,,
4,,,,,,,,,,,,1
8,monitor the situation on TV on KMOV,,1,,,,,,,,,
4,drive away as quickly as I could in different director or seek immediately shelter,,,,,,,1,,,,
8,I would get in the car and drive someplace safe.,,,,,,,1,,,,
8,find out where the nearest shelter is and go there if possible,,,1,,,,,,,,
4,seek shelter,,,,1,,,,,,,
8,i halp pepole,,,1,,,,,,,,
8,"I'd probably be sleeping and die, unfortunately.",1,,,,,,,,,,
8,"
get to safe shelter",,,,,,,,1,,,
8,Monitor the cloud formations and weather reports every half hour.,,1,,,,,,,,,
4,fghfghfghfghfghfghfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg hfg h,,,,,,,,,,,1
4,Move to the most sheltered area of the building where I work,,,,1,,,,,,,
8,Drive to the nearest shelter provided  by the government,,,,,,,,1,,,
8,go to the shelter area at work,,,,1,,,,,,,
4,I would be at work and I am not really sure where we would go,1,,,,,,,,,,
4,I would get my pillows together and be ready to enter the bathtub and hopefully be safe.,,,1,,,,,,,,
4,PLAN TO GO TO THE ROOM THAT IN THE CENTER OF THE HOUSE,,,,,1,,,,,,
4,watch tv to monitor,,1,,,,,,,,,
8,I would hide in my room closet and wait until I am in the clear,,,,,1,,,,,,
8,Drive out of the area,,,,,,,,,1,,
4,maybe I will stay at home and I will resguard my life ,,,,1,,,,,,,
4,nothing- i will be at work in a brick building,1,,,,,,,,,,
4,Unsure,,,,,,,,,,1,
8,"I would continue to monitor the situation using local news outlets and the amateur radio network. As the tornado becomes more imminent, we would decide as a family whether we need to take action by going to the basement or not.",,1,,,,,,,,,
4,go to a designated area,,,,,,,,1,,,
8,seek shelter,,,,1,,,,,,,
8,Seek shelter inside an inner hallway in my office building on the ground floor,,,,,1,,,,,,
8,veryfy the news,,1,,,,,,,,,
8,I would be at work and we would go to the nearest stairwell which is a designated storm shelter for our building,,,,1,,,,,,,
4,none,1,,,,,,,,,,
8,none,1,,,,,,,,,,
4,pay attention to reports ,,1,,,,,,,,,
4,"I don't know a single tornado that give you a 4 hour heads up, but I'd probably drive to a friend's house which is out of the way.",,,,,,,1,,,,
4,plan,,,1,,,,,,,,
4,"Call my parents, let them know whats happening. Then get them home as quick as possible, and hide in el basement.",,,1,,1,,,,,,
8,Nothing presently but monitor activities on local television,,1,,,,,,,,,
8,listen the news,,1,,,,,,,,,
4,lookout,,1,,,,,,,,,
8,no i nothing,1,,,,,,,,,,
8,prepare to take shelter,,,1,,,,,,,,
8,contact my family and continue my daily routines,,,1,,,,,,,,
8,Evacuate,,,,,,,1,,,,
8,leave the area.,,,,,,,,,1,,
8,still not sure.  ,,,,,,,,,,1,
8,Monitor the situation,,1,,,,,,,,,
8,"go to secure area, make sure I have water, food and booze",,,1,,,,,1,,,
4,follow directions given to me at work (high rise office building),,,,1,,,,,,,
8,monitor the weather carefully,,1,,,,,,,,,
8,monitor the alerts and seek shelter if necessary,,1,,,,,,,,,
4,leave my area,,,,,,,,,1,,
4,4,,,,,,,,,,,1
8,"I would continue to monitor the weather. I might have my neighbor secure my pets if I felt the likelihood was increasing. Unfortunately, I cannot leave my job until 4 pm. If I could, I would go home and take shelter with my pets before the storm hit. ",,1,,,,,,,,,
8,move cat and self to friends house as I am on the 3rd floor apt,,,1,,,,,,,,
4,Leave the area.,,,,,,,,,1,,
4,"be alert and watch the weather, then if worsening, go down to the garage in my bldg",,1,,,,,,,,,
4,dont know,,,,,,,,,,1,
4,listen,,1,,,,,,,,,
8,"hand wash dishes, clean up house, get my items and Kindle & go to basement",,,1,,,,,,,,
8,probably nothing,1,,,,,,,,,,
8,Secure all the patio furniture and any outside objects that can become projectiles.  Gather important papers and water/food items then take shelter at home or in a public shelter if I know one is open.,,,1,,,,,1,,,
4,move things in side of the house that could blow away,,,1,,,,,,,,
4,monitor weather closely,,1,,,,,,,,,
8,Go to my dad's basement,,,,,,,,1,,,
8,Nothing,1,,,,,,,,,,
8,"go to the center part of my home, probably the bathroom away from doors and windows",,,,,1,,,,,,
8,take protective,,,1,,,,,,,,
8,Get out of the house.,,,,,,,1,,,,
4,open the windows. fill up several containers with water. eat. collect my personal papers and have them with me.,,,1,,,,,,,,
8,monitor the situtation,,1,,,,,,,,,
8,xx,,,,,,,,,,,1
4,get my pets and go to the protective part of my house,,,1,,1,,,,,,
8,continue with my routine,1,,,,,,,,,,
8,Immediately go to the security place designated for hurricanes and disasters in the same building,,,,,,,,1,,,
4,go to the basement,,,,,1,,,,,,
8,Pray it goes away and if not then keep an eye on the weather and seek shelter if need be,,1,,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
8,"Either leave for a safer location, or prep my safe area in my home",,,,,,,1,,,,
8,I would monitor the weather when it started getting really bad I would go to my basement,,1,,,,,,,,,
8,I would prepare to leave the area ,,,1,,,,,,,,
8,Take our dogs and drive to a safer location far from the tornado area.,,,1,,,,,,1,,
8,Move to my hallway closet,,,,,1,,,,,,
8,small room,,,,,1,,,,,,
8,ir a un sitio seguro,,,,,,,,1,,,
4,monitor the weather.,,1,,,,,,,,,
8,watch weather reports,,1,,,,,,,,,
4,go to an interior room with no windows,,,,,1,,,,,,
4,monitor and take shelter,,1,,1,,,,,,,
4,monitor the local news on the TV or radio,,1,,,,,,,,,
4,"
go to the safest place suggested by the state",,,,,,,,1,,,
4,like,,,,,,,,,,,1
8,same as before - downstairs bathroom,,,,,1,,,,,,
8,monitor the situation,,1,,,,,,,,,
4,follow instructions,,1,,,,,,,,,
8,Monitor the situation.,,1,,,,,,,,,
4,"reasearch what to do - tv, internet",,,1,,,,,,,,
4,watch the reports closely,,1,,,,,,,,,
8,continue monitoring the weather,,1,,,,,,,,,
4,Prepare to take protective action,,,1,,,,,,,,
8,na,,,,,,,,,,,1
4,,,,,,,,,,,,1
8,prepare,,,1,,,,,,,,
8,take shelter,,,,1,,,,,,,
8,not sure,,,,,,,,,,1,
4,Watch the skies.  Get animals indoors.  Make sure we have water in the fridge/containers.  Find all flashlights.,,1,1,,,,,,,,
8,monitor the weather,,1,,,,,,,,,
8,"ask around, look for shelter",,,1,,,,,,,,
8,get my family together and seek shelter,,,1,1,,,,,,,
8,Keep abreast of the warnings.  TV would be displaying information instantly,,1,,,,,,,,,
4,Contact the local elementary school and ask if their shelter is available,,,1,,,,,,,,
4,I would leave work to go home and make sure my animals were protected,,,1,,,,,,,,
8,wait for further instructions,,1,,,,,,,,,
8,Monitor,,1,,,,,,,,,
8,"stay tuned to a local tv or radio station, be ready to take cover",,1,1,,,,,,,,
4,i don't know,,,,,,,,,,1,
8,"Would very closely monitor the situation and if it became more dire, would take measures to get my family to safety",,1,,,,,,,,,
8,Would probably have time to leave the area,,,,,,,,,1,,
4,Check the weather periodically to know what further action to take,,1,,,,,,,,,
4,i would make plans to leave my house,,,1,,,,,,,,
4,I would drive to my parents house 20 minutes away and take shelter in their basement,,,,,,,,1,,,
8,Watch the skies,,1,,,,,,,,,
8,go to bsement,,,,,1,,,,,,
4,NA,,,,,,,,,,,1
8,go somewhere else,,,,,,,1,,,,
4,stay inside,,,,1,,,,,,,
8,keep media on to follow the progress of the storm,,1,,,,,,,,,
4,go away,,,,,,,1,,,,
8,take shelter,,,,1,,,,,,,
8,put things that would blow around in the garage and stay home,,,1,,,,,,,,
8,would leave the place to a safer,,,,,,,1,,,,
8,take cover,,,,1,,,,,,,
4,Find shelter,,,,1,,,,,,,
4,prepare,,,1,,,,,,,,
4,Pray,1,,,,,,,,,,
8,Keep an eye on the weather conditions.,,1,,,,,,,,,
4,Monitor the weather closely,,1,,,,,,,,,
8,Drive to another area with as much belongings. ,,,1,,,,1,,,,
8,Listen to all the gossip at work about what people are planning to do,1,,,,,,,,,,
8,monitor before taking any action,,1,,,,,,,,,
8,Prepare to leave,,,1,,,,,,,,
8,Just keep attentive to TV and/or radio throughout the day,,1,,,,,,,,,
8,secure valuables and get to a safe place,,,1,,,,,1,,,
4,go to my basment,,,,,1,,,,,,
8,I would wait and see.,,1,,,,,,,,,
4,monitor its location,,1,,,,,,,,,
8,leave the area,,,,,,,,,1,,
4,get home to get the dog and find shelter,,,1,,,,,,,,
4,head for the basement,,,,,1,,,,,,
4,make plans to be in safe place. Watch for updates,,1,1,,,,,,,,
4,go to the safest area of the house,,,,,1,,,,,,
8,Monitor the local news and take action if needed if the situation dictates.,,1,,,,,,,,,
8,prepare and then go to a shelter ,,,1,,,,,1,,,
4,Find a safe shelter,,,1,,,,,,,,
4,prepare just in case i have to take cover,,,1,,,,,,,,
8,Monitor the situation on TV or radio,,1,,,,,,,,,
4,"same as before, look for a safer place, but take time to prepare important stuff to take with me",,,1,,,,,,,,
4,get supplies and a game plan together,,,1,,,,,,,,
4,I would go to a cinder-block building,,,,,,,,1,,,
8,eogg ieuirtiu erku,,,,,,,,,,,1
8,not sure,,,,,,,,,,1,
4,"continue to watch/listen to weather news, make sure my husband at work has heard the news",,1,1,,,,,,,,
8,keep an eye on the tv or radio.,,1,,,,,,,,,
8,"i would be a lil confident to get to a very safe place and get to my house 
",,,,,,,,1,,,
4,drive to safe area or tornado shelter,,,,,,,,1,,,
4,take cover and take all essentials with me,,,1,1,,,,,,,
4,???,,,,,,,,,,,1
4,I really don't know but 4 hours is a long time and I would probably not take immediate action,,,,,,,,,,1,
4,Wait until I see evidence that I am in danger,,1,,,,,,,,,
8,na,,,,,,,,,,,1
8,NOTHING!!!,1,,,,,,,,,,
8,Move to basement at work and find the flashlight.,,,1,,1,,,,,,
4,storm shelter,,,,1,,,,,,,
4,Observe the weather and have a plan in place,,1,1,,,,,,,,
4,I will go the closer shelter. ,,,,,,,,1,,,
4,"monitor the situation and keep safety close by 
",,1,,,,,,,,,
8,no clue,,,,,,,,,,1,
4,none,1,,,,,,,,,,
4,get out,,,,,,,1,,,,
8,secure the house ,,,1,,,,,,,,
4,Get out of town,,,,,,,1,,,,
4,I would seek to leave and take my family to a safe shelter.,,,1,,,,1,,,,
8,find shelter,,,1,,,,,,,,
4,remain calm,1,,,,,,,,,,
4,I would take shelter,,,,1,,,,,,,
4,Stay tuned to additional alerts,,1,,,,,,,,,
4,leave area,,,,,,,,,1,,
8,go home to basement with family,,,1,,1,,,,,,
4,I would go to the bathroom hang on to the toilet,,,,,1,,,,,,
8,"Prepare myself and my child for when we need to take immediate shelter. Making sure I have a charged phone, blankets, and water in our secure location. ",,,1,,,,,,,,
8,watch the weather and make sure im taking precautions ,,1,1,,,,,,,,
4,Find a place to stay safe which is in close proximity to a shelter and keep an eye on the weather updates during this time.,,1,1,,,,,,,,
8,gather supplies and move to a safe shelter,,,1,1,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,Hide in my house again.,,,,1,,,,,,,
4,Monitor the situation for at least an hour and discuss it with work management to come up with multiple plans.,,1,1,,,,,,,,
8,seek shelter ,,,,1,,,,,,,
4,"i would drive away as far as possible, and let me family and friends know as well ",,,1,,,,,,1,,
4,I would do the same thing as if it was coming in 2 mins. ,,,,,1,,,,,,
8,monitor the situation and stay at work if need be,,1,,,,,,,,,
8,thank you,,,,,,,,,,,1
8,Plan to be in a location with good shelter,,,1,,,,,,,,
4,get to a safer location fast and make sure i have enough supplies in case it hits,,,,,,,,1,,,
4,be asleep,1,,,,,,,,,,
8,I would freak out and call someone else to see if they had somewhere we could go,,,1,,,,,,,,
8,prepare myself,,,1,,,,,,,,
8,Make a plan of where to go and where I will need to be in order to stay safe. Travel that distance and take shelter. Avoid waiting until last minute because others would have the same idea to flee the area as well. ,,,1,,,,,1,,,
4,"I would collect some supplies from the store such as food, water and batteries, and then figure out a place to go that has no windows to stay when the tornado is occuring",,,1,,,,,,,,
4,Contact most of my family to ensure they know about it and then watch the situation over the next 2 hours to see how it pans out.,,1,1,,,,,,,,
8,pray for reain...,1,,,,,,,,,,
4,Fill the bath tub with water so I have water if the lines are knocked out. Bring supplies to most central part of house.,,,1,,,,,,,,
8,Keep an eye on the weather report and be ready to move to the most protected part of the building,,1,1,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,Head home and prepare my house as best as I can,,,1,,,,,,,,
4,I would get everything I need gathered up blankets clothes extra foods diapers things for my kids and get them ready to be put in our closet for safety ,,,1,,,,,,,,
4,Go into the basement and watch the news for updates,,1,,,1,,,,,,
8,I would monitor the storm and the radar and I might go downstairs.,,1,,,,,,,,,
4,"I would still go to work, but continue to monitor the situation closely. There is a place in my office I could seek shelter if necessary.",,1,,,,,,,,,
